temperature,pressure,flow_rate,voltage,current,power,vibration_x,vibration_y,humidity,rpm,torque,efficiency,sensor_id,location,plant_version
73.59,1.0963,54.62,213.15,11.402,2267.0,0.2461,0.4749,39.9,1572.0,114.72,0.8298,SEN-0193,Plant-A,2.1
80.42,1.1622,55.87,214.97,9.315,2055.9,1.3105,0.2476,62.4,1564.0,108.26,0.8533,SEN-0194,Plant-A,2.1
82.81,1.4532,55.68,219.94,9.659,2428.3,-0.0448,0.1911,42.3,1474.0,108.65,0.8166,SEN-0195,Plant-B,2.1
83.31,1.2956,56.95,222.95,9.194,2319.5,-0.1278,-0.4289,46.3,1481.0,124.34,0.7755,SEN-0196,Plant-B,2.1
84.21,1.1889,49.27,222.82,10.875,2178.5,-0.3462,-0.3186,35.1,1567.0,130.59,0.8163,SEN-0197,Plant-A,2.1
70.44,1.2712,49.13,215.03,8.974,2083.7,-0.7243,0.0476,65.7,1587.0,106.38,0.8252,SEN-0198,Plant-B,2.1
90.15,1.4057,54.13,216.04,8.867,2238.0,0.5944,0.4601,44.9,1423.0,137.51,0.8507,SEN-0199,Plant-B,2.1
62.53,1.1766,43.17,215.4,8.612,2013.0,0.0305,-0.4144,58.0,1476.0,134.74,0.9092,SEN-0200,Plant-C,2.1
83.62,1.1634,51.05,222.25,8.592,2122.1,0.1498,-0.5607,31.1,1509.0,116.24,0.7655,SEN-0201,Plant-C,2.1
79.94,1.3212,47.35,209.81,10.471,2274.9,0.9224,0.572,57.9,1559.0,115.41,0.8564,SEN-0202,Plant-B,2.1
83.74,1.2494,48.16,226.19,12.569,2207.5,1.2546,-0.4652,39.1,1456.0,119.31,0.7394,SEN-0203,Plant-A,2.1
93.79,1.2671,41.29,217.58,9.005,2150.9,-0.4443,0.5386,48.1,1530.0,129.85,0.7977,SEN-0204,Plant-B,2.1
89.84,1.1492,45.55,216.08,10.952,2295.1,0.5273,0.1215,57.0,1483.0,116.2,0.8246,SEN-0205,Plant-B,2.1
63.55,1.3924,49.9,221.7,10.251,2096.1,0.3119,0.4405,36.8,1617.0,108.97,0.7373,SEN-0206,Plant-A,2.1
58.11,1.371,54.44,225.16,8.898,2228.5,0.1998,0.8722,51.1,1519.0,123.46,0.7571,SEN-0207,Plant-C,2.1
83.17,1.2566,54.95,221.71,9.723,2150.2,0.24,0.3443,63.4,1491.0,99.37,0.8577,SEN-0208,Plant-B,2.1
64.85,1.2684,49.6,225.26,9.767,2115.3,-0.0108,0.388,36.5,1481.0,121.43,0.8539,SEN-0209,Plant-A,2.1
74.88,0.9973,49.05,220.67,9.309,2246.3,0.7956,-0.4589,48.7,1551.0,131.61,0.8443,SEN-0210,Plant-B,2.1
83.4,1.2638,45.85,226.15,11.931,2100.7,0.3083,-0.3476,37.4,1532.0,123.07,0.8098,SEN-0211,Plant-C,2.1
58.56,1.1806,52.01,226.23,8.094,2390.2,0.1735,0.322,35.7,1443.0,127.82,0.9577,SEN-0212,Plant-A,2.1
53.9,1.2434,48.76,219.5,10.381,2141.5,0.6247,0.7671,49.6,1509.0,124.95,0.8419,SEN-0213,Plant-A,2.1
77.59,1.2682,53.03,227.2,10.332,2399.0,0.4495,0.6961,48.3,1431.0,127.29,0.8069,SEN-0214,Plant-C,2.1
75.44,1.1659,58.76,220.82,9.42,2090.6,0.2314,1.1583,55.8,1460.0,121.46,0.9339,SEN-0215,Plant-C,2.1
72.54,1.031,49.84,220.43,10.15,2260.6,0.1648,0.1554,64.3,1433.0,111.71,0.8807,SEN-0216,Plant-B,2.1
75.39,1.2368,42.51,215.39,10.878,2080.0,0.8792,0.1014,58.3,1431.0,117.76,0.8315,SEN-0217,Plant-B,2.1
66.39,1.1259,45.7,218.56,10.153,2065.9,0.2562,0.5031,43.5,1463.0,119.27,0.9096,SEN-0218,Plant-A,2.1
59.87,1.167,42.71,223.89,10.417,2216.0,-0.0435,0.0095,49.4,1449.0,132.59,0.8578,SEN-0219,Plant-B,2.1
73.33,1.1395,44.01,213.44,10.693,2267.8,-0.4272,-0.0312,57.0,1524.0,136.26,0.8822,SEN-0220,Plant-A,2.1
65.28,1.1658,56.53,223.25,7.968,2072.6,-0.1706,-0.5237,63.5,1538.0,124.21,0.8617,SEN-0221,Plant-C,2.1
58.57,0.969,51.13,221.74,11.478,2318.4,-0.5235,0.4956,57.3,1486.0,112.47,0.7986,SEN-0222,Plant-A,2.1
80.06,1.3217,42.4,221.39,12.278,2120.2,0.0552,-0.536,50.1,1442.0,112.7,0.8986,SEN-0223,Plant-C,2.1
74.39,1.2253,53.27,208.97,10.981,2213.1,0.1299,0.2561,35.3,1538.0,118.12,0.858,SEN-0224,Plant-C,2.1
79.07,1.3111,56.3,219.48,11.014,2238.0,-1.024,-0.7096,64.7,1396.0,133.89,0.7995,SEN-0225,Plant-B,2.1
65.11,1.398,48.2,223.24,8.592,2259.5,0.0106,0.5482,41.3,1401.0,123.35,0.8119,SEN-0226,Plant-B,2.1
68.42,1.2023,46.62,216.19,9.882,2020.2,0.326,-0.5144,46.2,1534.0,119.45,0.8978,SEN-0227,Plant-A,2.1
65.01,1.0198,48.31,220.45,9.188,2361.9,0.0846,0.4217,65.4,1531.0,112.35,0.8315,SEN-0228,Plant-B,2.1
66.13,1.1106,51.42,208.11,9.413,2256.2,-0.476,-0.7947,38.3,1547.0,128.82,0.8523,SEN-0229,Plant-B,2.1
76.95,1.0793,53.2,223.36,10.967,2157.4,0.6357,-0.2199,66.6,1487.0,122.89,0.8827,SEN-0230,Plant-C,2.1
67.17,1.1498,55.91,216.69,9.196,2097.6,-0.3469,0.5892,39.2,1434.0,119.49,0.8564,SEN-0231,Plant-B,2.1
78.56,1.208,56.06,224.36,9.87,2030.6,-0.6129,-0.4027,33.5,1472.0,121.03,0.7737,SEN-0232,Plant-B,2.1
78.4,0.9998,55.93,210.79,8.091,2063.9,-0.5391,0.0336,50.5,1526.0,136.87,0.8819,SEN-0233,Plant-A,2.1
95.25,1.2342,56.81,223.46,9.842,2254.5,-0.006,-0.2392,61.8,1459.0,118.4,0.8969,SEN-0234,Plant-A,2.1
61.07,1.049,53.31,218.82,10.09,2165.9,0.4927,-1.1547,46.1,1463.0,136.88,0.8933,SEN-0235,Plant-B,2.1
83.88,1.2297,42.35,224.04,9.295,2086.8,0.584,0.154,63.7,1428.0,132.42,0.9308,SEN-0236,Plant-A,2.1
74.11,1.1891,49.35,215.37,9.28,2147.3,0.106,0.2161,45.9,1439.0,120.52,0.8682,SEN-0237,Plant-C,2.1
74.86,1.1686,51.57,216.91,11.886,2356.4,-0.5957,-0.5539,62.6,1540.0,128.84,0.8889,SEN-0238,Plant-C,2.1
60.5,1.1927,48.08,231.21,8.79,2166.9,-0.3273,0.2868,34.5,1521.0,118.76,0.9295,SEN-0239,Plant-B,2.1
70.4,1.146,54.56,215.85,8.949,2141.6,-0.4479,-0.3978,41.3,1439.0,111.72,0.8355,SEN-0240,Plant-C,2.1
82.43,1.1388,48.2,216.47,9.191,2335.1,-0.0883,-0.5017,34.9,1444.0,117.32,0.9368,SEN-0241,Plant-A,2.1
74.18,1.0317,45.37,218.62,11.199,2246.2,-0.8862,0.0034,59.6,1470.0,110.93,0.9367,SEN-0242,Plant-C,2.1
75.81,1.197,57.22,214.89,12.102,2204.4,0.0564,-0.3407,48.8,1525.0,125.11,0.8892,SEN-0243,Plant-B,2.1
72.09,1.3846,53.33,225.95,10.332,2139.2,0.3233,1.1462,56.2,1439.0,120.15,0.942,SEN-0244,Plant-C,2.1
86.55,1.398,51.1,228.63,9.283,2044.8,-0.0738,-0.7775,39.5,1489.0,125.68,0.8926,SEN-0245,Plant-B,2.1
74.79,1.3322,54.63,216.48,9.572,2082.9,0.2307,0.3692,59.4,1390.0,128.27,0.806,SEN-0246,Plant-C,2.1
53.0,1.2706,55.31,211.37,11.065,2152.0,-0.4687,0.4945,69.7,1435.0,88.8,0.9069,SEN-0247,Plant-C,2.1
68.08,1.1324,51.71,225.86,9.089,2178.0,-0.7268,-0.9896,33.2,1519.0,123.11,0.8663,SEN-0248,Plant-B,2.1
55.31,1.3443,37.71,225.54,11.453,2235.6,-0.318,-0.8662,42.8,1543.0,101.98,0.8707,SEN-0249,Plant-B,2.1
42.49,1.1944,46.62,224.11,11.417,2255.2,0.579,0.2812,64.8,1440.0,121.67,0.8577,SEN-0250,Plant-C,2.1
69.7,1.1931,47.72,225.78,10.07,2222.3,0.5155,-0.2408,64.1,1459.0,111.23,0.918,SEN-0251,Plant-A,2.1
88.34,1.1709,45.08,215.66,10.646,2222.0,-0.228,0.1918,64.9,1538.0,121.04,0.8776,SEN-0252,Plant-B,2.1
75.47,1.2092,50.99,219.16,10.75,2099.2,0.6023,0.5697,39.1,1478.0,133.65,0.8152,SEN-0253,Plant-A,2.1
63.27,1.1565,55.96,213.08,11.554,1984.5,-0.162,-0.1861,52.5,1471.0,102.92,0.8743,SEN-0254,Plant-B,2.1
65.59,1.1916,47.58,212.91,8.949,2147.9,0.7563,-0.532,33.4,1524.0,121.91,0.8865,SEN-0255,Plant-A,2.1
86.31,1.0915,44.33,224.91,11.181,2104.6,0.2417,-1.3647,47.2,1508.0,119.22,0.8137,SEN-0256,Plant-A,2.1
76.58,1.1626,60.14,216.64,9.625,2134.7,-0.2256,0.1023,53.0,1554.0,101.08,0.8283,SEN-0257,Plant-C,2.1
75.48,1.4281,47.74,231.4,9.232,2172.5,0.398,-0.4643,40.3,1538.0,126.48,0.8308,SEN-0258,Plant-A,2.1
74.47,1.193,43.84,220.37,10.103,2075.6,-0.387,0.1567,46.9,1469.0,120.34,0.8196,SEN-0259,Plant-B,2.1
75.38,1.1761,51.19,216.8,9.786,2088.9,-0.4676,0.1158,44.6,1492.0,114.91,0.8674,SEN-0260,Plant-B,2.1
83.05,1.2532,52.13,223.99,9.013,2190.0,-0.7253,-0.6922,33.4,1495.0,112.78,0.9009,SEN-0261,Plant-B,2.1
80.53,1.2708,46.47,229.01,8.403,2211.6,0.1293,0.8619,32.7,1430.0,152.13,0.9446,SEN-0262,Plant-B,2.1
77.16,1.0886,53.95,222.43,9.058,2134.4,-0.0266,0.5416,61.2,1449.0,116.06,0.9097,SEN-0263,Plant-C,2.1
64.57,1.1793,47.56,213.91,11.452,2249.8,-0.0386,0.4241,30.1,1547.0,102.0,0.9011,SEN-0264,Plant-A,2.1
80.11,1.2918,45.39,221.86,11.963,2178.1,-0.2049,-0.5922,69.4,1418.0,110.69,0.9072,SEN-0265,Plant-A,2.1
68.16,1.227,50.89,226.88,10.65,2098.0,0.7189,-0.2037,65.9,1548.0,116.33,0.9168,SEN-0266,Plant-B,2.1
85.94,1.2122,53.85,217.53,11.186,2204.1,-0.2118,-0.2735,69.5,1512.0,116.16,0.8312,SEN-0267,Plant-B,2.1
62.29,1.3554,46.83,216.13,9.483,2388.2,-0.3617,-0.2074,61.4,1491.0,119.21,0.8847,SEN-0268,Plant-B,2.1
73.62,1.1322,51.65,225.08,9.923,2132.5,0.6231,-0.5621,30.1,1525.0,109.53,0.8661,SEN-0269,Plant-C,2.1
74.93,1.2083,49.53,220.7,10.283,2316.6,0.7106,0.2173,34.6,1522.0,125.42,0.8435,SEN-0270,Plant-A,2.1
61.75,1.148,64.12,214.49,8.919,2337.8,0.1694,0.1146,42.7,1559.0,115.16,0.8273,SEN-0271,Plant-C,2.1
92.22,1.349,46.46,218.1,9.01,2349.8,-0.87,0.1827,37.3,1478.0,106.39,0.8247,SEN-0272,Plant-A,2.1
89.6,1.0048,56.92,216.22,10.097,2117.7,-0.2999,-0.253,32.4,1486.0,111.84,0.8366,SEN-0273,Plant-A,2.1
70.36,1.133,49.74,221.48,9.68,2401.5,0.3065,0.6455,66.7,1486.0,116.15,0.7883,SEN-0274,Plant-B,2.1
82.72,1.1471,49.37,220.55,8.936,2211.6,0.0089,0.0939,66.4,1592.0,128.49,0.8761,SEN-0275,Plant-B,2.1
78.79,1.2664,53.61,225.75,10.387,2174.6,0.777,-1.3689,60.7,1545.0,124.85,0.8489,SEN-0276,Plant-C,2.1
48.86,1.2606,54.47,223.55,9.737,2177.0,-0.6835,-0.3201,40.1,1452.0,116.62,0.8553,SEN-0277,Plant-A,2.1
77.5,1.3395,56.34,212.18,11.021,2260.2,0.3392,-0.0285,64.1,1481.0,120.2,0.8669,SEN-0278,Plant-B,2.1
74.39,1.0426,51.64,222.03,9.995,2205.1,-0.3135,0.4827,62.8,1462.0,122.15,0.8862,SEN-0279,Plant-C,2.1
75.83,1.275,47.0,224.48,9.7,2182.3,0.6615,-0.1504,42.9,1499.0,140.39,0.8204,SEN-0280,Plant-B,2.1
64.23,1.1707,47.31,222.28,10.128,2328.4,-0.0376,-0.125,35.1,1509.0,113.82,0.8447,SEN-0281,Plant-A,2.1
72.31,1.1334,52.55,225.15,9.828,2127.7,0.5153,-0.3314,35.4,1613.0,124.67,0.7696,SEN-0282,Plant-A,2.1
73.22,1.254,52.9,217.25,9.332,2095.7,-0.3238,0.3328,46.4,1406.0,127.26,0.739,SEN-0283,Plant-A,2.1
86.88,1.108,56.99,215.25,9.598,2279.3,-0.7047,-0.2238,63.3,1550.0,110.47,0.753,SEN-0284,Plant-B,2.1
78.34,0.9923,52.09,224.65,10.749,2270.4,-0.5552,-0.3017,33.1,1520.0,121.89,0.9268,SEN-0285,Plant-A,2.1
74.94,1.163,55.3,214.67,10.647,2309.4,-0.3033,-0.3711,47.2,1463.0,121.63,0.7587,SEN-0286,Plant-B,2.1
90.29,1.0502,57.58,209.2,11.286,2092.8,-0.5124,0.2783,44.2,1490.0,115.3,0.8736,SEN-0287,Plant-A,2.1
69.45,1.1351,50.82,225.13,8.307,2308.1,0.6002,-0.2665,65.7,1473.0,125.68,0.9239,SEN-0288,Plant-A,2.1
71.11,1.2372,42.57,216.38,9.607,2248.2,0.6695,-0.8379,36.1,1501.0,130.28,0.8271,SEN-0289,Plant-C,2.1
56.83,1.2312,44.1,218.47,9.585,2376.3,0.1365,0.3113,56.2,1549.0,131.3,0.9315,SEN-0290,Plant-C,2.1
90.69,1.3587,42.81,213.01,10.172,2075.2,-0.5171,-0.3507,42.9,1422.0,118.08,0.9424,SEN-0291,Plant-A,2.1
84.64,1.18,57.96,213.37,9.548,2221.8,-0.0592,0.1785,55.9,1564.0,121.9,0.8973,SEN-0292,Plant-B,2.1
84.17,1.0467,45.76,214.22,9.487,2172.2,-0.343,0.1869,62.9,1479.0,143.51,0.9686,SEN-0293,Plant-B,2.1
81.69,1.1244,56.16,218.2,10.783,2041.0,0.727,0.6018,63.0,1573.0,108.96,0.8811,SEN-0294,Plant-A,2.1
76.1,1.1081,52.93,221.85,10.178,2128.5,0.158,0.5223,63.8,1519.0,122.22,0.8136,SEN-0295,Plant-A,2.1
77.15,1.0782,58.58,208.51,8.834,2312.7,0.2447,-0.2875,41.7,1560.0,128.9,0.8762,SEN-0296,Plant-A,2.1
72.48,1.2435,55.02,223.76,11.335,2153.1,-0.1998,-0.0832,41.0,1526.0,121.5,0.828,SEN-0297,Plant-B,2.1
72.96,1.1355,49.49,214.09,10.997,2127.7,-1.0057,-0.6452,34.9,1553.0,126.56,0.785,SEN-0298,Plant-C,2.1
75.54,1.0023,49.0,214.67,9.426,2286.8,-0.3856,0.8387,40.2,1501.0,121.73,0.7864,SEN-0299,Plant-A,2.1
90.12,1.2697,50.43,,10.831,2298.9,-0.5583,0.2208,34.8,1456.0,127.54,0.9658,SEN-0300,Plant-B,2.1
80.56,1.1889,50.88,219.63,9.265,2298.7,0.1851,0.6972,61.4,1532.0,132.83,0.8232,SEN-0301,Plant-B,2.1
74.42,1.2357,47.35,212.32,11.126,2121.0,0.0483,-0.1595,31.9,1534.0,117.79,0.8491,SEN-0302,Plant-B,2.1
69.21,1.2106,49.84,229.22,9.782,2194.2,-0.4008,-1.0246,37.7,1603.0,121.98,0.8172,SEN-0303,Plant-C,2.1
68.65,1.2632,58.05,215.7,9.197,2303.1,-0.1943,0.7659,61.6,1398.0,119.45,0.8573,SEN-0304,Plant-B,2.1
91.03,1.2038,41.49,221.24,9.627,2134.4,0.7832,0.0466,60.7,1488.0,115.96,0.8385,SEN-0305,Plant-A,2.1
80.07,1.3236,51.29,221.0,9.234,2125.1,-0.4797,0.0666,68.9,1551.0,119.8,0.8299,SEN-0306,Plant-C,2.1
75.68,1.2425,45.47,227.06,10.192,2282.8,-0.459,0.0277,45.3,1435.0,108.68,0.7899,SEN-0307,Plant-C,2.1
71.54,1.2392,50.94,217.72,10.175,2356.2,-0.1142,0.3223,31.8,1487.0,127.45,0.7799,SEN-0308,Plant-B,2.1
63.91,1.241,54.2,225.04,10.036,2084.8,-0.3496,0.2666,62.3,1604.0,137.02,0.8134,SEN-0309,Plant-B,2.1
74.33,1.0543,49.71,216.29,9.443,1940.2,-0.2144,-0.7953,41.5,1569.0,137.05,0.8652,SEN-0310,Plant-A,2.1
83.74,1.1835,53.86,225.61,6.339,2055.0,0.2657,0.5434,60.9,1454.0,132.76,0.9544,SEN-0311,Plant-A,2.1
71.07,1.1741,42.05,216.19,10.093,2098.8,0.8661,-0.2645,30.8,1570.0,110.36,0.9033,SEN-0312,Plant-B,2.1
72.73,1.2208,55.53,218.19,8.104,2186.2,-0.8897,-0.2335,31.4,1558.0,135.2,0.9418,SEN-0313,Plant-A,2.1
72.79,1.0641,46.98,229.48,10.244,2261.6,-0.0091,0.8637,53.9,1537.0,112.85,0.875,SEN-0314,Plant-B,2.1
76.1,1.3634,53.11,221.58,11.131,2185.3,0.0207,0.4603,57.4,1517.0,119.47,0.8464,SEN-0315,Plant-C,2.1
59.07,1.2104,50.91,220.55,10.274,2130.0,-0.042,-0.1691,52.5,1510.0,138.46,0.7845,SEN-0316,Plant-C,2.1
72.65,1.0789,37.07,231.21,9.611,2215.3,-0.0936,-0.9282,51.3,1455.0,109.28,0.8509,SEN-0317,Plant-A,2.1
66.46,1.0291,46.22,221.81,9.82,2103.8,-0.1702,0.0808,53.9,1473.0,128.41,0.7436,SEN-0318,Plant-B,2.1
83.85,1.1719,51.1,215.92,9.867,2195.3,0.5021,0.2693,35.2,1535.0,122.81,0.8358,SEN-0319,Plant-A,2.1
67.29,1.191,57.77,223.67,9.451,2135.8,-0.2326,-0.0403,32.5,1505.0,118.48,0.9323,SEN-0320,Plant-A,2.1
80.77,1.1282,51.44,214.09,9.416,2468.0,-0.0637,-0.623,44.0,1591.0,111.24,0.8673,SEN-0321,Plant-C,2.1
90.24,1.2092,51.29,225.64,9.076,2281.7,-0.0001,-0.3953,51.9,1482.0,124.23,0.9073,SEN-0322,Plant-A,2.1
71.86,1.1359,42.94,226.03,11.188,2116.5,0.0537,-0.6276,40.0,1378.0,115.36,0.8318,SEN-0323,Plant-A,2.1
68.98,1.2552,57.16,217.14,9.984,2100.3,-0.0854,0.1077,37.2,1482.0,130.45,0.7822,SEN-0324,Plant-A,2.1
76.91,1.1275,59.04,216.86,10.956,2156.2,0.4996,0.4097,47.9,1512.0,132.24,0.827,SEN-0325,Plant-A,2.1
74.98,1.1961,50.14,220.88,9.75,2035.5,-0.0043,0.5127,46.4,1518.0,106.21,0.8312,SEN-0326,Plant-A,2.1
65.06,1.2979,48.9,220.07,10.072,2127.0,0.087,-0.3661,40.7,1502.0,114.95,0.9113,SEN-0327,Plant-A,2.1
79.61,1.4572,41.9,215.11,9.83,2126.2,-0.0257,0.1175,67.1,1457.0,116.81,0.9498,SEN-0328,Plant-A,2.1
95.16,1.0992,54.42,222.84,10.463,2288.4,-0.5015,0.277,67.7,1573.0,108.18,0.8141,SEN-0329,Plant-C,2.1
72.42,1.1535,63.51,209.79,10.827,2157.3,-0.415,-0.2556,31.9,1465.0,108.82,0.8332,SEN-0330,Plant-C,2.1
72.97,1.116,53.59,217.84,10.24,2120.9,-0.525,-0.0743,49.2,1534.0,120.89,0.8439,SEN-0331,Plant-A,2.1
64.55,1.2784,56.32,217.98,9.326,2066.0,0.0963,1.0619,39.5,1484.0,117.92,0.8337,SEN-0332,Plant-A,2.1
78.19,1.0852,52.71,218.63,9.22,2082.3,-0.3567,0.1026,43.4,1439.0,103.48,0.789,SEN-0333,Plant-C,2.1
62.53,1.1516,45.07,221.54,11.659,2193.4,-0.5307,0.4415,31.1,1569.0,114.62,0.8558,SEN-0334,Plant-C,2.1
63.93,1.197,56.68,213.86,9.72,2178.5,0.1191,-0.2174,33.2,1373.0,125.19,0.8693,SEN-0335,Plant-A,2.1
87.8,1.1021,43.83,222.94,9.709,2313.4,0.2625,0.0209,31.3,1456.0,107.94,0.8705,SEN-0336,Plant-A,2.1
65.95,1.1043,48.95,219.1,11.465,2137.1,-0.8804,-0.8572,35.0,1520.0,110.76,0.7909,SEN-0337,Plant-B,2.1
85.81,1.1524,51.39,216.75,11.088,2305.9,0.8448,-0.0125,56.0,1481.0,135.88,0.8456,SEN-0338,Plant-A,2.1
90.24,0.99,54.41,213.17,10.534,2225.7,0.0161,0.5961,33.1,1536.0,133.17,0.7643,SEN-0339,Plant-C,2.1
77.59,1.0555,52.08,214.08,9.601,2199.5,-0.0526,1.0494,65.4,1494.0,103.79,0.897,SEN-0340,Plant-C,2.1
80.53,1.1587,51.93,221.8,12.353,1999.2,0.5334,0.5983,62.1,1476.0,106.49,0.8003,SEN-0341,Plant-B,2.1
94.52,1.2148,46.19,215.18,10.393,2071.0,0.0349,0.3434,40.8,1607.0,123.77,0.8376,SEN-0342,Plant-C,2.1
73.03,1.1814,43.55,220.32,10.547,2274.1,-0.3019,0.0265,57.7,1488.0,108.09,0.8289,SEN-0343,Plant-B,2.1
69.07,1.0226,50.31,225.31,9.829,2339.8,1.0973,-0.3,68.1,1491.0,117.47,0.8222,SEN-0344,Plant-C,2.1
61.47,1.1536,46.45,225.16,8.586,2220.6,-0.5372,-0.0801,34.6,1445.0,115.49,0.7984,SEN-0345,Plant-B,2.1
75.42,1.2798,43.46,227.8,8.665,2276.3,-0.0488,0.3064,52.4,1461.0,125.6,0.763,SEN-0346,Plant-A,2.1
89.79,1.2556,43.67,218.52,10.407,2159.2,0.4236,-0.3926,48.6,1531.0,94.71,0.9381,SEN-0347,Plant-A,2.1
84.6,1.1921,47.55,214.57,10.392,2162.9,-0.5348,0.4666,42.4,1527.0,97.97,0.8642,SEN-0348,Plant-A,2.1
65.58,1.1113,40.74,225.1,9.76,2133.7,-0.051,-0.4921,41.5,1499.0,107.74,0.8647,SEN-0349,Plant-C,2.1
66.45,1.2631,43.26,221.55,8.828,2297.5,0.1933,-0.8896,33.5,1464.0,130.14,0.9564,SEN-0350,Plant-A,2.1
69.96,1.1421,41.82,225.62,8.558,2234.3,1.2008,-0.506,55.9,1533.0,118.46,0.8464,SEN-0351,Plant-B,2.1
77.92,1.0831,50.91,220.06,9.672,2176.6,-0.4464,-0.8327,37.9,1414.0,102.92,0.8791,SEN-0352,Plant-A,2.1
72.95,1.1198,52.04,225.98,8.544,2167.2,-0.0238,-0.6862,46.9,1482.0,124.93,0.8525,SEN-0353,Plant-B,2.1
77.14,1.3448,60.04,224.23,10.899,2255.7,0.3294,0.5661,67.1,1486.0,127.08,0.9109,SEN-0354,Plant-C,2.1
77.97,1.222,42.51,223.58,11.153,2232.3,0.0405,-0.1001,43.9,1457.0,117.54,0.8766,SEN-0355,Plant-B,2.1
72.01,1.3159,46.6,222.52,12.829,2116.8,-0.6014,0.1093,42.6,1507.0,116.69,0.8673,SEN-0356,Plant-A,2.1
74.6,1.1521,54.56,221.99,10.878,2371.6,0.2041,0.5791,67.3,1466.0,124.38,0.8388,SEN-0357,Plant-C,2.1
77.07,1.2938,48.92,221.17,9.407,2225.7,0.0538,0.6296,53.3,1459.0,132.09,0.8655,SEN-0358,Plant-C,2.1
74.16,1.1398,48.37,221.13,9.128,2201.0,0.2228,-0.2523,52.8,1589.0,121.52,0.9098,SEN-0359,Plant-A,2.1
80.04,1.1843,58.55,224.95,6.548,2347.7,0.5657,0.6643,38.9,1536.0,125.33,0.7477,SEN-0360,Plant-B,2.1
93.71,1.4486,48.31,217.44,9.405,2302.4,0.5066,0.1923,55.6,1559.0,119.52,0.8451,SEN-0361,Plant-A,2.1
80.92,1.2767,44.22,228.68,9.823,2191.2,0.2039,0.0017,45.2,1502.0,116.19,0.8307,SEN-0362,Plant-B,2.1
75.56,1.1499,43.42,219.47,10.968,2253.6,0.1553,0.221,51.8,1548.0,110.84,0.8366,SEN-0363,Plant-C,2.1
58.14,1.1915,51.68,224.93,10.612,2093.0,-0.5492,-0.7128,45.9,1538.0,122.56,0.7528,SEN-0364,Plant-C,2.1
78.88,1.2326,51.53,219.55,10.588,2135.9,-0.0672,-0.3931,33.2,1560.0,117.0,0.8882,SEN-0365,Plant-B,2.1
55.53,1.321,43.14,218.77,10.214,1974.0,0.1102,-0.0541,65.1,1618.0,117.56,0.8093,SEN-0366,Plant-B,2.1
60.91,1.1511,45.07,230.16,10.661,2322.0,-0.2005,0.3049,57.7,1488.0,129.3,0.8403,SEN-0367,Plant-B,2.1
83.55,1.0259,52.67,218.45,11.448,2010.2,0.0488,-0.186,68.3,1512.0,124.88,0.8264,SEN-0368,Plant-B,2.1
82.06,1.172,52.89,213.61,8.935,2268.1,-0.4127,-0.0637,42.3,1497.0,128.7,0.7681,SEN-0369,Plant-B,2.1
73.5,1.2015,46.78,216.43,9.543,2116.9,0.7672,0.4847,41.3,1324.0,104.24,0.8293,SEN-0370,Plant-C,2.1
57.9,1.211,53.11,218.41,8.611,2102.1,1.076,0.7059,35.4,1430.0,125.58,0.7595,SEN-0371,Plant-C,2.1
71.29,1.3317,52.86,230.78,11.619,2180.5,-0.1948,0.3836,42.2,1500.0,114.1,0.8045,SEN-0372,Plant-C,2.1
68.21,1.2317,41.08,221.03,11.297,2226.6,0.2002,0.6342,43.0,1531.0,111.92,0.8359,SEN-0373,Plant-C,2.1
81.37,1.2813,48.44,224.67,10.752,2261.2,-0.1171,-0.2022,37.4,1471.0,111.48,0.8514,SEN-0374,Plant-A,2.1
97.58,1.0899,52.08,214.99,8.801,2377.2,0.6314,-0.1532,40.6,1556.0,132.11,0.8544,SEN-0375,Plant-C,2.1
77.17,1.2868,47.13,221.76,10.173,2235.9,0.2175,0.1592,41.8,1564.0,128.28,0.8448,SEN-0376,Plant-A,2.1
67.21,1.4096,39.31,223.36,9.765,2288.1,0.0387,-0.1505,64.3,1479.0,112.83,0.9585,SEN-0377,Plant-A,2.1
63.29,1.2773,48.58,229.01,10.081,2140.2,-0.1118,-0.2536,47.9,1571.0,108.62,0.8734,SEN-0378,Plant-A,2.1
74.44,1.2254,53.76,216.52,9.812,2271.4,0.0631,0.8261,62.8,1587.0,120.14,0.7906,SEN-0379,Plant-C,2.1
73.23,1.2154,57.9,223.02,10.52,2215.3,-0.5002,-0.1006,32.0,1523.0,115.4,0.821,SEN-0380,Plant-B,2.1
63.48,1.3787,39.05,221.51,9.605,2153.7,0.3378,-0.483,37.5,1451.0,136.6,0.8188,SEN-0381,Plant-A,2.1
76.16,1.1073,63.07,214.89,10.855,2190.4,-0.357,0.2437,68.1,1573.0,105.39,0.8428,SEN-0382,Plant-B,2.1
63.49,1.1889,44.36,219.9,10.241,2193.8,0.2674,0.9179,32.0,1492.0,101.7,0.8215,SEN-0383,Plant-C,2.1
86.12,1.246,54.78,218.68,9.707,2219.1,0.0648,0.0404,32.8,1481.0,117.44,0.8089,SEN-0384,Plant-C,2.1
85.63,1.2744,56.17,208.37,9.888,2240.1,0.5475,0.6157,50.7,1506.0,120.11,0.9341,SEN-0385,Plant-A,2.1
85.85,1.1563,54.92,222.99,9.559,2149.1,-0.0085,-0.2189,41.6,1473.0,121.33,0.8539,SEN-0386,Plant-A,2.1
